epic,session,is_index,rec_reason,rec_pnl,new_pnl,rec_R,new_R,changed,new_reason,win_to_loss,loser_saved,was_hardstop
DE40,Overlap,True,Z-score midline,-129.3,-95.5,-1.9307027350643795,-1.4260024067954231,True,stopcap,False,True,False
DE40,Asia,True,Z-score midline,17.3,17.3,0.5105450871001882,0.5105450871001882,False,Z-score midline,False,False,False
DE40,London,True,Z-score midline,24.0,24.0,0.3523107589057058,0.3523107589057058,False,Z-score midline,False,False,False
DE40,Overlap,True,Z-score midline,7.1,7.1,0.09180877083574883,0.09180877083574883,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,87.7,87.7,0.7507435440774294,0.7507435440774294,False,Z-score midline,False,False,False
DE40,Overlap,True,Z-score midline,47.5,47.5,0.3902000622844574,0.3902000622844574,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,40.0,-59.5,0.7546167388774389,-1.1224923990801903,True,stopcap,True,False,False
DE40,London,True,Z-score midline,70.0,70.0,0.7652236922102085,0.7652236922102085,False,Z-score midline,False,False,False
DE40,Overlap,True,Z-score midline,139.9,139.9,1.1786681576152533,1.1786681576152533,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,3.7,-45.5,0.0814210899139454,-1.001259348941761,True,stopcap,True,False,False
DE40,London,True,Z-score midline,-84.8,-103.5,-1.0246014084118387,-1.2505453510686946,True,stopcap,False,False,False
DE40,NY,True,Z-score midline,-22.6,-22.6,-0.22014552419539452,-0.22014552419539452,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,33.2,33.2,0.6344986220807309,0.6344986220807309,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,20.5,20.5,0.2625143862411962,0.2625143862411962,False,Z-score midline,False,False,False
DE40,Overlap,True,Z-score midline,27.9,27.9,0.25534364823888106,0.25534364823888106,False,Z-score midline,False,False,False
DE40,Overlap,True,Z-score midline,42.2,42.2,0.38532316077336054,0.38532316077336054,False,Z-score midline,False,False,False
DE40,NY,True,Z-score midline,50.0,50.0,0.36962020745384017,0.36962020745384017,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,28.2,28.2,0.40656913489798757,0.40656913489798757,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,101.2,101.2,0.770503969274167,0.770503969274167,False,Z-score midline,False,False,False
DE40,London,True,Hard stop: ask 23100.8 >= stop 23091.859,-350.2,-291.7,-2.4617674945902843,-2.050535631559069,True,stopcap,False,True,True
DE40,Asia,True,Take profit: ask 22319.6 <= target 22337.548,708.8,224.3,7.881995094894094,2.494260016626334,True,tp_rr,False,False,False
DE40,Asia,True,Z-score midline,-225.7,-162.0,-2.138287224118724,-1.5347918932531384,True,stopcap,False,True,False
DE40,Asia,True,Z-score midline,37.5,37.5,0.401950933504436,0.401950933504436,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,-17.7,-105.7,-0.31229609073175296,-1.864954620923519,True,stopcap,False,False,False
DE40,Overlap,True,Z-score midline,100.1,100.1,0.5108645733361703,0.5108645733361703,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,31.3,31.3,0.434208416618468,0.434208416618468,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,38.5,38.5,0.3375655188987126,0.3375655188987126,False,Z-score midline,False,False,False
DE40,London,True,Z-score midline,-11.2,-11.2,-0.08770803584689359,-0.08770803584689359,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,50.4,50.4,0.5963466306426242,0.5963466306426242,False,Z-score midline,False,False,False
